epochs,loss
0,0.3628215901854058
1,0.157417097639653
2,0.15173498198630347
3,0.14262008564096065
4,0.11403649627050806
5,0.10442160154061933
6,0.09913622524829642
7,0.09538187190229373
8,0.08105904261221088
9,0.07144120591692626
10,0.08052540798821757
11,0.07229113107126567
12,0.06983022733531412
13,0.0691716107915366
14,0.06361867982383457
15,0.06038694349568217
16,0.06134370850744627
17,0.061871981195684884
18,0.0578546577298473
19,0.05984195302270593
20,0.06070173790137614
21,0.06118411869711934
22,0.051841869811347176
23,0.05635172202281894
24,0.05545213749451983
25,0.046879624054136294
26,0.04907170718445653
27,0.04460897417964354
28,0.04545112583605993
29,0.038986938145582475
30,0.04104959967005397
31,0.03931143507736946
32,0.038151270736219184
33,0.037380782677040945
34,0.039059104480510275
35,0.03659397538661236
36,0.0374648981810277
37,0.03570384591547472
38,0.03648227736383917
39,0.0344178329161819
40,0.03413751402554373
41,0.03248134958783105
42,0.037044255085469734
43,0.03706575823842638
44,0.036288542038340484
45,0.03110435899091704
46,0.0317621523244006
47,0.03297122505929081
48,0.0319718073174778
49,0.030363496351656655
